,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,radius,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,weight,ring-number,ring-type,spore-print-color,population,habitat,class
795,f,y,n,f,y,f,c,n,b,t,?,748,s,k,w,w,p,w,40,o,e,w,v,p,p
796,f,f,y,f,f,f,c,b,h,e,b,213,k,k,b,p,p,w,47,o,l,h,v,g,p
797,x,f,w,f,n,f,w,b,p,t,e,288,s,f,w,w,p,w,57,o,e,n,a,g,e
798,x,f,g,f,f,f,c,b,h,e,b,200,k,k,p,b,p,w,44,o,l,h,v,d,p
799,x,y,y,f,f,f,c,b,g,e,b,418,k,k,n,n,p,w,33,o,l,h,y,p,p
800,x,s,e,f,y,f,c,n,b,t,?,268,s,k,w,w,p,w,80,o,e,w,v,l,p
801,x,s,e,f,y,f,c,n,b,t,?,57,s,s,p,w,p,w,22,o,e,w,v,d,p
802,f,f,y,f,f,f,c,b,g,e,b,32,k,k,b,b,p,w,39,o,l,h,v,p,p
803,b,y,w,t,l,f,c,b,g,e,c,54,s,s,w,w,p,w,25,o,p,k,s,g,e
804,f,s,w,f,n,f,w,b,k,t,e,53,f,f,w,w,p,w,44,o,e,n,s,g,e
805,f,y,n,t,n,f,c,b,w,t,b,390,s,s,p,p,p,w,51,o,p,k,y,d,e
806,f,y,p,t,n,f,c,b,w,e,?,225,s,s,w,w,p,w,33,t,e,w,c,w,e
807,f,s,w,t,p,f,c,n,w,e,e,176,s,s,w,w,p,w,42,o,p,n,s,g,p
808,b,s,n,f,n,a,c,b,o,e,?,6,s,s,o,o,p,o,23,o,p,n,v,l,e
809,x,s,e,f,f,f,c,n,b,t,?,676,k,k,p,p,p,w,23,o,e,w,v,l,p
810,f,y,g,f,f,f,c,b,h,e,b,170,k,k,n,b,p,w,58,o,l,h,y,d,p
811,x,f,e,t,n,f,c,b,u,t,b,232,s,s,g,g,p,w,26,o,p,n,v,d,e
812,k,s,w,f,n,f,w,b,p,e,?,354,s,s,w,w,p,w,35,t,p,w,s,g,e
813,f,y,n,f,f,f,c,n,b,t,?,160,s,s,w,w,p,w,28,o,e,w,v,l,p
814,f,s,e,t,n,f,c,b,w,e,?,180,s,s,e,e,p,w,23,t,e,w,c,w,e
815,f,f,y,f,f,f,c,b,g,e,b,17,k,k,n,n,p,w,41,o,l,h,y,p,p
816,x,s,e,f,f,f,c,n,b,t,?,12,s,k,p,p,p,w,24,o,e,w,v,p,p
817,x,s,w,t,l,f,c,b,k,e,c,83,s,s,w,w,p,w,23,o,p,n,s,m,e
818,b,s,w,t,a,f,c,b,w,e,c,182,s,s,w,w,p,w,26,o,p,k,s,g,e
819,f,f,g,f,n,f,w,b,k,t,e,130,f,f,w,w,p,w,26,o,e,n,s,g,e
820,f,s,w,t,p,f,c,n,w,e,e,189,s,s,w,w,p,w,29,o,p,n,v,u,p
821,k,s,e,f,f,f,c,n,b,t,?,653,s,k,w,w,p,w,33,o,e,w,v,l,p
822,x,f,n,f,n,f,w,b,p,t,e,21,s,s,w,w,p,w,24,o,e,k,a,g,e
823,x,y,c,t,n,f,c,b,w,e,b,61,s,s,w,w,p,w,27,t,p,w,y,p,e
824,x,f,n,t,n,f,c,b,p,t,b,274,s,s,g,p,p,w,34,o,p,k,v,d,e
825,f,f,y,f,f,f,c,b,g,e,b,584,k,k,b,n,p,w,39,o,l,h,v,p,p
826,x,f,g,f,f,f,c,b,g,e,b,298,k,k,p,p,p,w,23,o,l,h,y,g,p
827,x,s,n,f,n,f,w,b,k,t,e,14,f,s,w,w,p,w,43,o,e,k,a,g,e
828,f,f,w,f,n,f,w,b,n,t,e,63,s,f,w,w,p,w,41,o,e,n,s,g,e
829,x,f,e,t,n,f,c,b,w,t,b,177,s,s,p,p,p,w,33,o,p,k,y,d,e
830,x,f,g,f,f,f,c,b,g,e,b,153,k,k,b,b,p,w,40,o,l,h,y,d,p
831,x,s,e,f,y,f,c,n,b,t,?,294,k,s,w,p,p,w,23,o,e,w,v,l,p
832,f,f,w,f,n,f,w,b,p,t,e,365,s,f,w,w,p,w,24,o,e,k,s,g,e
833,k,s,w,f,n,f,w,b,p,e,?,24,k,s,w,w,p,w,25,t,p,w,s,g,e
834,f,f,e,t,n,f,c,b,w,t,b,225,s,s,w,p,p,w,33,o,p,n,v,d,e
835,b,s,w,t,a,f,c,b,w,e,c,3,s,s,w,w,p,w,23,o,p,k,n,m,e
836,x,s,e,t,n,f,c,b,w,e,?,222,s,s,e,w,p,w,33,t,e,w,c,w,e
837,x,f,g,t,n,f,c,b,w,t,b,40,s,s,w,w,p,w,41,o,p,n,v,d,e
838,f,y,e,t,n,f,c,b,p,t,b,218,s,s,p,p,p,w,31,o,p,k,y,d,e
839,b,y,w,t,a,f,c,b,k,e,c,256,s,s,w,w,p,w,23,o,p,n,n,m,e
840,x,f,w,f,n,f,w,b,p,e,?,522,s,s,w,w,p,w,42,t,p,w,n,g,e
841,f,f,w,f,n,f,w,b,p,t,e,154,s,s,w,w,p,w,60,o,e,n,a,g,e
842,b,s,w,f,n,f,w,b,p,e,?,21,k,s,w,w,p,w,23,t,p,w,s,g,e
843,f,y,n,t,n,f,c,b,u,t,b,285,s,s,p,w,p,w,90,o,p,n,v,d,e
844,f,y,g,f,f,f,c,b,g,e,b,79,k,k,p,n,p,w,23,o,l,h,y,p,p
845,f,f,y,f,f,f,c,b,h,e,b,86,k,k,p,p,p,w,73,o,l,h,v,g,p
846,f,s,n,f,n,a,c,b,o,e,?,89,s,s,o,o,p,n,24,o,p,b,c,l,e
847,f,y,n,t,n,f,c,b,p,t,b,28,s,s,g,g,p,w,24,o,p,k,v,d,e
848,x,f,y,f,f,f,c,b,h,e,b,265,k,k,b,n,p,w,23,o,l,h,v,p,p
849,x,s,e,f,y,f,c,n,b,t,?,22,k,k,p,w,p,w,38,o,e,w,v,p,p
850,x,f,e,t,n,f,c,b,u,t,b,275,s,s,p,p,p,w,23,o,p,k,v,d,e
851,f,s,n,t,p,f,c,n,k,e,e,325,s,s,w,w,p,w,41,o,p,n,v,u,p
852,f,s,n,f,n,f,w,b,h,t,e,518,s,s,w,w,p,w,28,o,e,k,s,g,e
853,x,f,n,t,n,f,c,b,w,t,b,254,s,s,p,g,p,w,23,o,p,k,v,d,e
854,f,y,y,t,a,f,c,b,n,e,r,2,s,y,w,w,p,w,26,o,p,k,s,p,e
855,k,s,e,f,f,f,c,n,b,t,?,180,k,k,w,p,p,w,25,o,e,w,v,d,p
856,x,s,p,f,c,f,w,n,n,e,b,261,s,s,w,w,p,w,29,o,p,n,v,d,p
857,f,f,y,f,f,f,c,b,p,e,b,254,k,k,p,p,p,w,23,o,l,h,y,g,p
858,x,f,g,f,f,f,c,b,g,e,b,362,k,k,n,n,p,w,24,o,l,h,y,g,p
859,x,y,n,t,p,f,c,n,p,e,e,11,s,s,w,w,p,w,25,o,p,k,s,g,p
860,f,f,n,t,n,f,c,b,w,t,b,486,s,s,g,p,p,w,41,o,p,k,y,d,e
861,x,f,n,t,n,f,c,b,n,t,b,47,s,s,g,w,p,w,23,o,p,k,v,d,e
862,b,s,y,t,a,f,c,b,k,e,c,3,s,s,w,w,p,w,31,o,p,k,n,m,e
863,x,y,n,t,n,f,c,b,n,t,b,15,s,s,p,p,p,w,23,o,p,n,v,d,e
864,x,f,n,f,n,f,c,n,n,e,e,5,s,s,w,w,p,w,29,o,p,k,v,u,e
865,f,s,n,f,f,f,c,n,b,t,?,3,k,s,w,p,p,w,44,o,e,w,v,l,p
866,k,y,n,f,y,f,c,n,b,t,?,465,k,s,w,w,p,w,38,o,e,w,v,d,p
867,f,f,g,f,n,f,w,b,k,t,e,57,s,s,w,w,p,w,30,o,e,k,a,g,e
868,f,y,n,t,a,f,c,b,w,e,r,77,s,y,w,w,p,w,25,o,p,k,s,p,e
869,f,y,g,f,f,f,c,b,h,e,b,227,k,k,b,p,p,w,41,o,l,h,v,g,p
870,f,y,n,t,n,f,c,b,w,t,b,185,s,s,g,p,p,w,23,o,p,n,v,d,e
871,f,y,n,f,f,f,c,n,b,t,?,171,s,k,p,p,p,w,22,o,e,w,v,p,p
872,k,s,n,f,s,f,c,n,b,t,?,26,k,s,w,w,p,w,24,o,e,w,v,l,p
873,b,y,n,f,n,f,c,b,w,e,b,23,y,y,n,n,p,w,38,t,p,w,y,d,e
874,f,f,g,f,n,f,w,b,p,t,e,1,f,f,w,w,p,w,33,o,e,n,s,g,e
875,f,f,g,f,f,f,c,b,g,e,b,352,k,k,n,n,p,w,24,o,l,h,v,g,p
876,k,y,n,f,s,f,c,n,b,t,?,475,s,k,p,p,p,w,32,o,e,w,v,d,p
877,f,f,e,t,n,f,c,b,n,t,b,27,s,s,w,p,p,w,37,o,p,k,v,d,e
878,x,s,g,f,n,f,w,b,k,t,e,150,f,s,w,w,p,w,29,o,e,n,s,g,e
879,f,y,g,t,n,f,c,b,w,t,b,226,s,s,p,p,p,w,23,o,p,k,v,d,e
880,f,f,g,f,f,f,c,b,g,e,b,87,k,k,p,n,p,w,25,o,l,h,y,g,p
881,x,f,n,f,n,f,w,n,w,e,b,165,s,f,w,n,p,w,24,o,e,w,v,l,e
882,x,y,e,t,n,f,c,b,n,t,b,135,s,s,p,w,p,w,44,o,p,k,v,d,e
883,f,y,g,t,n,f,c,b,u,t,b,127,s,s,g,p,p,w,33,o,p,n,v,d,e
884,x,f,n,t,n,f,c,b,u,t,b,168,s,s,g,p,p,w,24,o,p,k,v,d,e
885,f,f,g,t,n,f,c,b,w,t,b,178,s,s,g,p,p,w,47,o,p,n,v,d,e
886,k,s,n,f,y,f,c,n,b,t,?,19,s,s,w,w,p,w,23,o,e,w,v,p,p
887,k,s,e,f,s,f,c,n,b,t,?,232,s,s,w,p,p,w,38,o,e,w,v,d,p
888,x,y,g,f,f,f,c,b,p,e,b,160,k,k,n,n,p,w,45,o,l,h,y,p,p
889,x,s,n,f,f,f,c,n,b,t,?,181,k,k,w,p,p,w,52,o,e,w,v,d,p
890,x,s,e,f,f,f,c,n,b,t,?,534,s,k,p,w,p,w,26,o,e,w,v,p,p
891,k,s,n,f,f,f,c,n,b,t,?,546,k,k,p,p,p,w,37,o,e,w,v,l,p
892,x,f,w,f,n,f,w,b,k,t,e,547,f,f,w,w,p,w,23,o,e,n,s,g,e
893,f,f,g,f,f,f,c,b,g,e,b,310,k,k,p,b,p,w,23,o,l,h,y,p,p
894,k,y,e,f,y,f,c,n,b,t,?,136,s,k,p,w,p,w,23,o,e,w,v,p,p
895,k,y,e,f,f,f,c,n,b,t,?,136,k,s,w,w,p,w,57,o,e,w,v,p,p
896,x,f,g,f,n,f,w,b,h,t,e,158,f,f,w,w,p,w,31,o,e,k,a,g,e
897,k,s,n,f,s,f,c,n,b,t,?,678,k,k,w,p,p,w,26,o,e,w,v,d,p
898,x,y,n,t,n,f,c,b,w,t,b,178,s,s,p,w,p,w,36,o,p,n,y,d,e
899,x,f,g,f,f,f,c,b,h,e,b,17,k,k,n,n,p,w,24,o,l,h,y,g,p
900,f,f,e,t,n,f,c,b,w,t,b,185,s,s,p,p,p,w,46,o,p,n,y,d,e
901,f,f,g,f,f,f,c,b,p,e,b,252,k,k,n,p,p,w,23,o,l,h,v,g,p
902,f,f,g,f,f,f,c,b,g,e,b,7,k,k,n,n,p,w,23,o,l,h,y,d,p
903,b,y,w,t,a,f,c,b,k,e,c,33,s,s,w,w,p,w,55,o,p,n,n,g,e
904,f,s,w,t,n,f,c,b,w,e,b,130,s,s,w,w,p,w,29,t,p,r,v,g,p
905,f,s,b,t,n,f,c,b,g,e,b,62,s,s,w,w,p,w,24,t,p,r,v,m,p
906,f,s,n,f,s,f,c,n,b,t,?,508,s,k,p,w,p,w,23,o,e,w,v,p,p
907,f,y,g,f,f,f,c,b,h,e,b,7,k,k,b,b,p,w,25,o,l,h,v,d,p
908,f,s,n,f,f,f,c,n,b,t,?,21,k,s,p,p,p,w,23,o,e,w,v,l,p
909,f,y,r,f,n,f,c,n,p,e,?,146,s,f,w,w,p,w,23,o,f,h,y,d,e
910,x,y,n,t,n,f,c,b,u,t,b,123,s,s,p,w,p,w,23,o,p,k,y,d,e
911,x,s,e,f,f,f,c,n,b,t,?,525,s,k,p,w,p,w,23,o,e,w,v,d,p
912,f,y,e,f,y,f,c,n,b,t,?,134,k,s,w,p,p,w,24,o,e,w,v,p,p
913,f,s,n,f,n,a,c,b,o,e,?,113,s,s,o,o,p,n,23,o,p,n,c,l,e
914,x,y,e,f,f,f,c,n,b,t,?,29,k,s,w,w,p,w,46,o,e,w,v,p,p
915,x,s,y,t,l,f,c,b,n,e,c,10,s,s,w,w,p,w,28,o,p,n,s,g,e
916,x,y,e,f,f,f,c,n,b,t,?,187,k,s,p,p,p,w,28,o,e,w,v,d,p
917,f,f,n,f,n,f,w,b,k,t,e,434,s,s,w,w,p,w,28,o,e,k,a,g,e
918,x,s,e,f,y,f,c,n,b,t,?,1,k,s,p,p,p,w,53,o,e,w,v,d,p
919,x,s,w,f,n,f,w,b,g,e,?,113,s,s,w,w,p,w,34,t,p,w,n,g,e
920,x,y,n,t,n,f,c,b,p,t,b,336,s,s,w,g,p,w,29,o,p,n,y,d,e
921,x,s,n,f,n,f,w,b,k,t,e,29,s,f,w,w,p,w,23,o,e,k,s,g,e
922,k,s,n,f,n,a,c,b,o,e,?,4,s,s,o,o,p,o,25,o,p,n,v,l,e
923,x,f,n,f,n,f,w,b,h,t,e,148,f,f,w,w,p,w,24,o,e,n,a,g,e
924,b,y,y,t,a,f,c,b,w,e,c,79,s,s,w,w,p,w,46,o,p,n,s,m,e
925,x,f,e,t,n,f,c,b,n,t,b,73,s,s,w,w,p,w,30,o,p,n,v,d,e
926,x,y,n,t,n,f,c,b,u,t,b,258,s,s,p,p,p,w,41,o,p,k,y,d,e
927,x,f,n,f,n,f,w,b,k,t,e,113,s,f,w,w,p,w,24,o,e,k,a,g,e
928,f,f,g,t,n,f,c,b,n,t,b,16,s,s,p,w,p,w,23,o,p,k,y,d,e
929,x,s,w,t,p,f,c,n,w,e,e,83,s,s,w,w,p,w,33,o,p,k,v,u,p
930,x,f,w,f,c,f,w,n,p,e,b,290,s,s,w,w,p,w,40,o,p,k,v,d,p
931,k,f,g,f,n,f,w,b,g,e,?,76,k,k,w,w,p,w,23,t,p,w,s,g,e
932,f,f,y,f,f,f,c,b,g,e,b,135,k,k,n,b,p,w,56,o,l,h,y,g,p
933,x,s,n,f,n,a,c,b,y,e,?,362,s,s,o,o,p,o,58,o,p,o,c,l,e
934,f,f,w,f,n,f,w,b,n,t,e,55,f,s,w,w,p,w,23,o,e,n,a,g,e
935,f,s,g,t,f,f,c,b,w,t,b,66,f,f,w,w,p,w,24,o,p,h,s,g,p
936,f,y,e,t,n,f,c,b,p,t,b,274,s,s,g,w,p,w,10,o,p,n,v,d,e
937,k,f,w,f,n,f,w,b,w,e,?,593,k,s,w,w,p,w,43,t,p,w,n,g,e
938,k,y,e,f,y,f,c,n,b,t,?,732,s,k,w,p,p,w,26,o,e,w,v,d,p
939,x,y,y,f,f,f,c,b,h,e,b,156,k,k,n,n,p,w,23,o,l,h,y,g,p
940,f,s,e,f,y,f,c,n,b,t,?,111,s,k,w,w,p,w,28,o,e,w,v,p,p
941,x,f,w,f,n,f,w,b,k,t,e,95,f,f,w,w,p,w,23,o,e,n,a,g,e
942,x,f,n,f,n,f,w,b,k,t,e,184,s,f,w,w,p,w,23,o,e,n,a,g,e
943,x,y,y,f,f,f,c,b,g,e,b,102,k,k,b,n,p,w,64,o,l,h,v,g,p
944,f,f,g,f,f,f,c,b,g,e,b,10,k,k,p,b,p,w,24,o,l,h,v,p,p
945,x,s,y,t,a,f,w,n,n,t,b,2,s,s,w,w,p,w,23,o,p,n,v,d,e
946,x,f,g,f,c,f,w,n,u,e,b,392,s,s,w,w,p,w,23,o,p,k,v,d,p
947,f,y,g,f,f,f,c,b,h,e,b,446,k,k,n,n,p,w,36,o,l,h,y,p,p
948,x,f,y,f,f,f,c,b,h,e,b,272,k,k,n,n,p,w,23,o,l,h,v,p,p
949,x,f,g,t,n,f,c,b,w,t,b,6,s,s,g,p,p,w,24,o,p,k,v,d,e
950,x,f,w,f,n,f,w,b,n,t,e,172,s,f,w,w,p,w,26,o,e,n,s,g,e
951,b,y,y,t,a,f,c,b,k,e,c,13,s,s,w,w,p,w,34,o,p,n,s,g,e
952,f,s,g,f,n,f,w,b,p,t,e,140,s,s,w,w,p,w,26,o,e,n,s,g,e
953,x,s,e,f,s,f,c,n,b,t,?,677,k,s,w,p,p,w,23,o,e,w,v,p,p
954,f,s,n,f,n,f,w,b,k,t,e,63,s,s,w,w,p,w,35,o,e,k,s,g,e
955,f,y,e,f,s,f,c,n,b,t,?,258,s,k,w,p,p,w,38,o,e,w,v,d,p
956,b,s,y,t,l,f,c,b,n,e,c,101,s,s,w,w,p,w,30,o,p,n,s,g,e
957,x,f,g,f,n,f,w,b,h,t,e,80,s,s,w,w,p,w,32,o,e,k,a,g,e
958,x,s,p,t,n,f,c,b,w,e,?,93,s,s,e,e,p,w,39,t,e,w,c,w,e
959,x,y,e,f,f,f,c,n,b,t,?,57,k,k,w,w,p,w,30,o,e,w,v,d,p
960,f,s,n,f,n,a,c,b,y,e,?,250,s,s,o,o,p,o,28,o,p,o,c,l,e
961,f,y,n,t,n,f,c,b,u,t,b,140,s,s,w,w,p,w,72,o,p,n,v,d,e
962,f,f,g,t,n,f,c,b,n,t,b,97,s,s,w,w,p,w,23,o,p,k,y,d,e
963,b,s,w,t,l,f,c,b,g,e,c,64,s,s,w,w,p,w,25,o,p,k,n,g,e
964,x,s,w,f,n,f,w,b,k,t,e,7,s,s,w,w,p,w,23,o,e,k,s,g,e
965,x,y,y,f,f,f,c,b,h,e,b,170,k,k,n,n,p,w,23,o,l,h,v,g,p
966,x,y,n,t,p,f,c,n,n,e,e,159,s,s,w,w,p,w,37,o,p,k,s,u,p
967,f,y,n,t,p,f,c,n,n,e,e,31,s,s,w,w,p,w,23,o,p,n,v,u,p
968,x,s,w,t,a,f,w,n,p,t,b,12,s,s,w,w,p,w,46,o,p,n,v,d,e
969,f,f,g,t,n,f,c,b,w,t,b,265,s,s,p,p,p,w,27,o,p,n,v,d,e
970,f,f,e,t,n,f,c,b,n,t,b,285,s,s,p,p,p,w,44,o,p,k,y,d,e
971,x,y,e,t,n,f,c,b,u,t,b,165,s,s,g,w,p,w,25,o,p,k,v,d,e
972,f,s,b,t,f,f,c,b,p,t,b,300,f,f,w,w,p,w,47,o,p,h,v,u,p
973,f,s,e,f,y,f,c,n,b,t,?,45,k,s,p,p,p,w,53,o,e,w,v,l,p
974,k,s,e,f,s,f,c,n,b,t,?,272,k,k,w,p,p,w,50,o,e,w,v,l,p
975,k,s,b,t,n,f,c,b,w,e,?,111,s,s,e,w,p,w,35,t,e,w,c,w,e
976,x,s,e,f,f,f,c,n,b,t,?,243,k,s,p,w,p,w,24,o,e,w,v,l,p
977,f,y,y,f,f,f,c,b,g,e,b,23,k,k,p,p,p,w,23,o,l,h,v,g,p
978,f,y,g,f,f,f,c,b,g,e,b,11,k,k,n,b,p,w,33,o,l,h,y,d,p
979,f,y,g,t,n,f,c,b,u,t,b,210,s,s,g,p,p,w,23,o,p,k,v,d,e
980,f,y,n,t,n,f,c,b,p,t,b,545,s,s,g,p,p,w,23,o,p,k,y,d,e
981,f,y,g,t,n,f,c,b,n,t,b,124,s,s,g,w,p,w,43,o,p,n,v,d,e
982,f,s,n,f,n,a,c,b,y,e,?,141,s,s,o,o,p,o,47,o,p,b,v,l,e
983,f,s,n,f,n,a,c,b,y,e,?,710,s,s,o,o,p,n,42,o,p,b,c,l,e
984,f,y,y,t,l,f,c,b,p,e,r,79,s,y,w,w,p,w,23,o,p,k,y,g,e
985,f,s,e,f,f,f,c,n,b,t,?,90,k,s,p,p,p,w,43,o,e,w,v,l,p
986,f,y,r,f,n,f,c,n,u,e,?,165,s,f,w,w,p,w,36,o,f,h,v,d,e
987,k,y,n,f,s,f,c,n,b,t,?,225,s,k,p,w,p,w,23,o,e,w,v,l,p
988,f,s,w,f,n,f,w,b,p,t,e,198,f,s,w,w,p,w,30,o,e,n,s,g,e
989,x,s,w,t,l,f,c,b,g,e,c,43,s,s,w,w,p,w,27,o,p,k,s,m,e
990,f,y,n,t,n,f,c,b,p,t,b,140,s,s,p,g,p,w,26,o,p,k,y,d,e
991,x,s,e,f,f,f,c,n,b,t,?,80,s,s,w,p,p,w,23,o,e,w,v,d,p
992,f,s,n,f,s,f,c,n,b,t,?,1,k,s,w,w,p,w,23,o,e,w,v,l,p
993,f,y,e,f,s,f,c,n,b,t,?,11,k,k,p,p,p,w,24,o,e,w,v,d,p
994,f,y,n,f,s,f,c,n,b,t,?,46,k,k,p,p,p,w,41,o,e,w,v,d,p
995,x,f,g,t,n,f,c,b,p,t,b,79,s,s,w,w,p,w,53,o,p,n,y,d,e
996,x,s,g,f,c,f,w,n,n,e,b,105,s,s,w,w,p,w,67,o,p,k,s,d,p
997,x,s,n,f,n,f,w,b,p,t,e,50,f,s,w,w,p,w,29,o,e,n,a,g,e
998,x,f,e,t,n,f,c,b,p,t,b,398,s,s,p,g,p,w,48,o,p,k,y,d,e
999,x,s,w,t,f,f,c,b,h,t,b,149,f,s,w,w,p,w,41,o,p,h,s,g,p
1000,x,y,e,f,f,f,c,n,b,t,?,518,k,s,w,w,p,w,37,o,e,w,v,l,p
1001,b,s,w,t,l,f,c,b,k,e,c,2,s,s,w,w,p,w,24,o,p,n,s,m,e
1002,f,y,g,t,n,f,c,b,w,t,b,227,s,s,w,p,p,w,53,o,p,k,y,d,e
1003,x,y,g,f,f,f,c,b,g,e,b,13,k,k,b,p,p,w,23,o,l,h,y,p,p
1004,x,y,y,t,a,f,c,b,n,e,r,45,s,y,w,w,p,w,28,o,p,n,y,p,e
1005,x,s,w,f,n,f,w,b,w,e,?,2,k,k,w,w,p,w,43,t,p,w,s,g,e
1006,x,y,n,f,y,f,c,n,b,t,?,297,s,k,p,w,p,w,23,o,e,w,v,p,p
1007,x,s,w,t,l,f,c,b,w,e,c,89,s,s,w,w,p,w,33,o,p,k,n,g,e
1008,x,f,w,f,c,f,w,n,n,e,b,10,s,s,w,w,p,w,37,o,p,k,s,d,p
1009,x,y,n,t,n,f,c,b,u,t,b,237,s,s,g,w,p,w,27,o,p,n,v,d,e
1010,x,f,w,f,c,f,c,n,u,e,b,162,s,s,w,w,p,w,23,o,p,k,v,d,p
1011,x,s,w,t,a,f,c,b,n,e,c,130,s,s,w,w,p,w,29,o,p,n,s,g,e
1012,x,f,g,f,n,f,c,n,k,e,e,27,s,s,w,w,p,w,23,o,p,n,v,u,e
1013,x,s,w,f,n,f,w,b,k,t,e,11,s,f,w,w,p,w,27,o,e,n,s,g,e
1014,f,f,g,f,n,f,w,b,n,t,e,270,s,s,w,w,p,w,26,o,e,k,s,g,e
1015,x,s,n,f,n,a,c,b,y,e,?,168,s,s,o,o,p,o,23,o,p,o,v,l,e
1016,x,f,g,f,n,f,w,b,n,t,e,119,s,s,w,w,p,w,23,o,e,n,a,g,e
1017,x,s,e,f,f,f,c,n,b,t,?,28,s,s,p,p,p,w,23,o,e,w,v,d,p
1018,b,f,g,f,n,f,w,b,g,e,?,94,k,k,w,w,p,w,23,t,p,w,s,g,e
1019,f,y,n,f,s,f,c,n,b,t,?,46,s,s,w,w,p,w,23,o,e,w,v,d,p
1020,f,y,n,f,f,f,c,n,b,t,?,164,s,s,w,w,p,w,23,o,e,w,v,p,p
1021,x,s,b,t,n,f,c,b,e,e,?,12,s,s,w,w,p,w,27,t,e,w,c,w,e
1022,k,f,w,f,n,f,w,b,g,e,?,80,s,s,w,w,p,w,23,t,p,w,n,g,e
1023,x,s,w,t,a,f,c,b,g,e,c,64,s,s,w,w,p,w,31,o,p,k,n,m,e
1024,f,y,g,f,f,f,c,b,p,e,b,11,k,k,p,n,p,w,23,o,l,h,v,d,p
1025,b,s,w,t,l,f,c,b,w,e,c,39,s,s,w,w,p,w,25,o,p,n,n,m,e
1026,x,f,g,t,n,f,c,b,w,t,b,113,s,s,w,w,p,w,44,o,p,n,y,d,e
1027,k,s,n,f,n,a,c,b,o,e,?,512,s,s,o,o,p,n,26,o,p,y,v,l,e
1028,f,s,w,t,f,f,c,b,h,t,b,176,f,s,w,w,p,w,23,o,p,h,s,u,p
1029,b,f,g,f,n,f,w,b,w,e,?,64,k,k,w,w,p,w,41,t,p,w,s,g,e
1030,x,s,p,f,c,f,c,n,g,e,b,219,s,s,w,w,p,w,23,o,p,k,s,d,p
1031,f,s,g,f,n,f,w,b,p,t,e,105,s,f,w,w,p,w,23,o,e,k,a,g,e
1032,k,s,n,f,n,a,c,b,o,e,?,508,s,s,o,o,p,n,23,o,p,o,c,l,e
1033,f,y,y,t,l,f,c,b,w,e,r,46,s,y,w,w,p,w,23,o,p,n,s,g,e
1034,f,y,e,f,y,f,c,n,b,t,?,268,s,s,w,p,p,w,47,o,e,w,v,l,p
1035,x,s,g,f,n,f,w,b,n,t,e,36,s,s,w,w,p,w,36,o,e,n,a,g,e
1036,f,y,n,f,n,f,w,n,w,e,b,322,f,s,w,n,p,w,31,o,e,w,v,l,e
1037,f,y,n,t,l,f,c,b,w,e,r,54,s,y,w,w,p,w,28,o,p,n,s,g,e
1038,x,f,w,t,a,f,w,n,n,t,b,220,s,s,w,w,p,w,23,o,p,n,v,d,e
1039,x,f,y,f,f,f,c,b,g,e,b,459,k,k,b,b,p,w,23,o,l,h,v,d,p
1040,x,f,g,f,n,f,w,b,w,e,?,13,s,k,w,w,p,w,23,t,p,w,n,g,e
1041,f,s,w,t,f,f,c,b,p,t,b,175,s,s,w,w,p,w,35,o,p,h,s,g,p
1042,f,y,e,t,n,f,c,b,n,t,b,8,s,s,g,p,p,w,71,o,p,k,y,d,e
1043,f,s,n,f,n,a,c,b,n,e,?,238,s,s,o,o,p,o,63,o,p,y,v,l,e
1044,x,y,n,t,n,f,c,b,u,t,b,241,s,s,p,p,p,w,28,o,p,n,y,d,e
1045,f,y,g,f,f,f,c,b,g,e,b,376,k,k,b,p,p,w,39,o,l,h,v,g,p
1046,f,s,w,t,a,f,w,n,n,t,b,72,s,s,w,w,p,w,71,o,p,n,v,d,e
1047,f,f,e,t,n,f,c,b,p,t,b,189,s,s,g,g,p,w,31,o,p,n,v,d,e
1048,x,s,g,f,c,f,w,n,n,e,b,436,s,s,w,w,p,w,30,o,p,k,v,d,p
1049,f,f,y,f,f,f,c,b,h,e,b,28,k,k,n,b,p,w,24,o,l,h,y,g,p
1050,f,f,g,f,n,f,w,b,p,t,e,58,f,f,w,w,p,w,37,o,e,k,s,g,e
1051,x,s,g,f,c,f,c,n,g,e,b,14,s,s,w,w,p,w,35,o,p,k,v,d,p
1052,k,s,e,f,s,f,c,n,b,t,?,813,s,s,w,w,p,w,61,o,e,w,v,p,p
1053,f,y,c,f,n,f,w,n,w,e,b,3,s,s,w,n,p,w,27,o,e,w,v,l,e
1054,k,s,e,f,s,f,c,n,b,t,?,33,s,k,w,w,p,w,68,o,e,w,v,d,p
1055,x,s,e,f,y,f,c,n,b,t,?,3,k,k,p,w,p,w,37,o,e,w,v,d,p
1056,x,f,g,t,n,f,c,b,n,t,b,112,s,s,g,w,p,w,42,o,p,k,v,d,e
1057,f,f,g,f,n,f,w,b,k,t,e,31,s,f,w,w,p,w,36,o,e,k,s,g,e
1058,f,f,g,f,n,f,c,n,k,e,e,43,s,s,w,w,p,w,23,o,p,k,v,u,e
1059,x,s,n,f,n,f,w,b,k,t,e,39,f,f,w,w,p,w,45,o,e,n,s,g,e
